COG_number,taxon,LFQ intensity HiSF_14spcs_m04_2_147,LFQ intensity HiSF_14spcs_m06_2_148,LFQ intensity HiSF_14spcs_m07_2_149,LFQ intensity HiSF_14spcs_m10_2_150,LFQ intensity HiSF_14spcs_m13_2_151,LFQ intensity HiSF_15spcs_m03_1_132,LFQ intensity HiSF_15spcs_m07_1_133,LFQ intensity HiSF_15spcs_m09_1_134,LFQ intensity HiSF_15spcs_m14_1_136,LFQ intensity PEFi_14spcs_m00_0_127,LFQ intensity PEFi_14spcs_m01_1_128,LFQ intensity PEFi_14spcs_m02_1_129,LFQ intensity PEFi_14spcs_m04_1_130,LFQ intensity PEFi_14spcs_m13_1_131,LFQ intensity PEFi_15spcs_m05_2_142,LFQ intensity PEFi_15spcs_m08_2_143,LFQ intensity PEFi_15spcs_m09_2_144,LFQ intensity PEFi_15spcs_m12_2_145,LFQ intensity PEFi_15spcs_m14_2_146
COG0561,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,506720,0,0,0,0,0,0,0,0,0,0
COG0561,Escherichia coli TSDC17.2,0,648290,1590600,852940,1105600,0,0,0,0,527560,631790,426740,0,0,0,913850,851060,990170,932810
COG0561,Parabacteroides distasonis TSDC17.2,897970,1634600,0,1289500,534160,1741200,4274900,5081700,4397700,381770,0,0,0,0,0,328640,0,819600,0
COG0561,Parabacteroides distasonis TSDC17.2,2724100,0,0,686950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0562,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,1844700,1708400,2664700,1608600,2125000,0,0,0,0,0
COG0562,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050100,0,0,0,0
COG0562,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,379360,0,0,0,0,0,490000,0,0,0
COG0562,Collinsella aerofaciens TSDC17.2,0,996630,2395700,2027300,1820800,0,0,0,0,551760,1420100,0,0,857600,2368200,0,0,0,789840
COG0563,Collinsella aerofaciens TSDC17.2,7470000,0,2285400,4914100,4116500,1936000,6025700,0,3255600,4803100,1801100,5151800,746490,1384100,368220,2870900,2398000,0,2263200
COG0563,Escherichia coli TSDC17.2,2170700,0,0,1514700,3423500,0,0,0,0,11132000,7897000,5419300,7150500,5435300,315770,7735800,6981100,2616800,7023000
COG0563,Parabacteroides distasonis TSDC17.2,1838700,2281800,2670300,3065300,2445400,2276200,4122200,3171200,4694000,3226000,1927300,2142300,2726300,2209900,1635600,2734400,4603200,1124800,1831400
COG0563,Ruminococcaceae sp.,0,0,0,0,0,0,0,0,0,0,0,364030,0,364860,879190,0,0,0,0
COG0563,Subdoligranulum variabile TSDC17.2,2580200,2931200,1095500,1420500,2791000,2412500,3722200,1729400,2005200,10171000,5364200,2618700,10360000,2334400,5787600,1941900,5305700,3929600,1272200
COG0564,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,838010,0,0,0,0,531210,263780,403620,288170,0,260760,424990,374960,239380,265010
COG0564,Escherichia coli TSDC17.2,0,1345200,0,0,1665200,0,0,0,0,0,0,0,0,860270,0,929260,0,957350,715090
COG0565,Escherichia coli TSDC17.2,3054800,2448200,0,0,5955100,1508100,1671700,1329900,1980000,3427000,2715500,0,2580400,1878000,1988900,2385400,3349900,2349900,4263300
COG0566,Bacteroides vulgatus ATCC 8482,470110,893940,281950,0,0,0,0,0,0,0,0,0,0,0,359190,0,0,117960,0
COG0566,Bacteroides cellulosilyticus,0,0,0,0,0,272570,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0566,Collinsella aerofaciens TSDC17.2,0,0,0,339870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0566,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0566,Escherichia coli TSDC17.2,0,0,0,0,0,1117500,0,1823100,0,1025000,1197100,769180,419670,0,0,823780,1383400,0,1198600
COG0566,Escherichia coli TSDC17.2,0,1656300,1357100,932630,1900500,1680300,2719700,0,1768000,1248600,4486600,381150,1576500,0,0,1983700,1688300,1469700,2243600
COG0567,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,268090,0,0,0,0,333800,0,194750,0,0
COG0567,Escherichia coli TSDC17.2,31126000,29121000,24773000,16556000,30283000,23979000,18806000,17593000,24893000,4526100,6190300,2788200,4439400,5727600,4704600,3320400,6303200,8522800,6956900
COG0568,Collinsella aerofaciens TSDC17.2,842000,0,0,6819600,5548400,0,0,0,0,2427900,4561200,6374400,4472000,3470400,0,4956700,8402500,0,0
COG0568,Escherichia coli TSDC17.2,12791000,11027000,13759000,11604000,18326000,1853800,3908500,4425300,7830700,8914700,10357000,10556000,7973500,7066900,7905400,18395000,11101000,9130000,24961000
COG0569,Bacteroides vulgatus ATCC 8482,8933000,10602000,6293200,4219200,3871200,10035000,9493000,6118800,3820600,8508000,5559000,5000100,8777500,7732200,14264000,4573000,2607800,3028400,2937300
COG0569,Bacteroides ovatus,0,660000,0,0,0,0,0,0,0,1017500,639940,0,469010,667330,439020,536210,569500,0,467660
COG0569,Escherichia coli TSDC17.2,0,2285700,3515000,1802100,2485400,0,0,0,0,478630,0,275400,464010,647880,1161900,498410,424010,1127000,1222800
COG0571,Collinsella aerofaciens TSDC17.2,0,2524000,3018600,4654100,3098800,0,0,0,0,1311800,1716400,1141700,0,1925000,2582000,2494000,1294400,0,2318000
COG0571,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,1402400,0,699840,0,1283000,1212300,1181800,0,1878400,2839700
COG0572,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,1655100,692140,0,0,1347700,0,0,0,0,0
COG0572,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105200,3114800,0,3512700
COG0572,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,2849300,0,4730600,764940,3742300,2614300,3794600,0,6675200,4347000,599520,4007500
COG0572,Escherichia coli TSDC17.2,0,690380,751540,719690,681290,0,877060,0,1700200,700370,0,518150,0,686290,388990,752220,2439500,0,0
COG0574,Bacteroides thetaiotaomicron VPI-5482,12609000,6618000,6447400,4240400,9867200,10362000,28713000,28992000,30835000,31769000,30048000,50912000,26972000,28551000,32271000,29486000,17353000,24302000,22559000
COG0574,Bacteroides vulgatus ATCC 8482,24367000,17540000,16123000,11263000,12064000,19475000,32915000,8197300,7578600,36851000,33388000,41526000,44400000,50512000,28899000,13122000,13419000,10464000,16350000
COG0574,Bacteroides ovatus,88321000,102150000,39733000,63032000,76349000,50480000,51394000,69639000,57266000,92979000,77239000,80197000,79155000,62489000,51676000,43163000,51539000,66635000,32811000
COG0574,Bacteroides ovatus,0,4536300,859630,3028900,3829000,2707900,5339200,1604200,4490300,3799600,1785500,4566800,2636100,3824600,3846900,5548500,3804700,4049000,2242600
COG0574,Bacteroides cellulosilyticus,5943400,9549300,9843900,6983800,7430600,10468000,14196000,12557000,3812800,1596300,3608300,2485100,1420000,3045400,15210000,22455000,27723000,22431000,33573000
COG0574,Bacteroides caccae TSDC17.2,279960000,327670000,258120000,260870000,229740000,322160000,280910000,270490000,284120000,183930000,192180000,248500000,195830000,207610000,260170000,246750000,237850000,316850000,265110000
COG0574,Bacteroides finegoldii TSDC17.2,0,1432200,356140,852000,468490,936110,749060,505300,0,0,0,0,0,0,1421400,0,0,984240,0
COG0574,Bacteroides massiliensis TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649640,0
COG0574,Escherichia coli TSDC17.2,14062000,21791000,18914000,11065000,17573000,7616700,6207000,5137400,8572900,5534100,12433000,8031900,5184900,3655100,2414900,6468900,11810000,6800500,5045800
COG0574,Odoribacter splanchnicus TSDC17.2,2204600,3467300,2781500,3009900,3217500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0574,Parabacteroides distasonis TSDC17.2,21024000,9469800,4828100,6782500,6613600,0,4973600,0,14019000,3790400,3456000,1645800,1758400,2898900,1753900,3069600,2116700,3160200,2377400
COG0574,Ruminococcaceae sp.,0,1696500,2561800,0,0,0,0,0,0,3628800,1569600,3404100,1552100,2227600,3267000,3622500,3019400,0,3381700
COG0574,Subdoligranulum variabile TSDC17.2,3480900,6189600,11453000,10445000,6952200,7003000,7395300,4610100,11962000,8155900,9813100,9503300,4558000,10423000,9347700,12154000,6811700,3968200,8915500
COG0576,Bacteroides ovatus,0,0,0,0,0,0,0,0,622730,0,1146200,2068800,1617200,0,0,0,0,0,557110
COG0576,Bacteroides cellulosilyticus,696110,485590,0,0,479950,2431800,1987100,1828600,1451000,6532700,5093300,2938100,5688400,2728900,5873800,18935000,13128000,5606700,11492000
COG0576,Bacteroides caccae TSDC17.2,0,0,0,0,0,352670,0,0,0,0,0,0,0,0,0,233960,0,0,0
COG0576,Collinsella aerofaciens TSDC17.2,0,1045100,0,1601200,0,1630200,2061200,0,1453800,1309700,1152300,0,836080,4070400,548340,2512600,1034200,654060,2665300
COG0576,Escherichia coli TSDC17.2,10893000,12037000,5764700,8911000,11622000,10279000,29546000,17224000,21979000,6231600,7691800,3341600,6383700,4310800,5250900,9253500,6902400,19638000,11698000
COG0576,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,0,0,0,1960900,0,1650700,2220100,1428000,0,0,0,0,0
COG0577,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,131710,0,0,0,0,0,0,0,0
COG0577,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,226040,0,0,0,0,0,0,0,0,0
COG0577,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0577,Bacteroides cellulosilyticus,0,0,0,0,0,370750,0,0,0,0,0,0,0,0,0,758720,791030,0,1177500
COG0578,Escherichia coli TSDC17.2,5505100,16972000,11502000,15819000,23738000,30030000,37848000,36770000,43144000,46130000,63468000,58899000,44795000,49303000,18345000,67917000,80497000,44435000,52524000
COG0579,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,676970,0,427300,0,548990,0,0,0,0,777600
COG0583,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,543810,0,258800,0,0,627460,0,0,0,0
COG0583,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,201360,0,379020,286760,0,0,0,0,1069100
COG0583,Bacteroides cellulosilyticus,0,0,0,0,0,0,537930,0,0,0,0,0,0,0,0,0,0,0,1332800
COG0583,Escherichia coli TSDC17.2,1962900,2425000,2544300,2576700,3316000,2635800,0,2578600,3290300,1608600,661590,1482100,1231100,1227400,2461300,1186900,2436700,3285700,2069000
COG0583,Escherichia coli TSDC17.2,0,0,1272100,0,0,0,0,817890,0,405200,0,0,0,0,0,0,0,0,0
COG0583,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,2238700,0,0,0,0,0,0,0,0,0
COG0583,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,707070,0,0,715330,878070,0,0,0,0,1188100
COG0584,Bacteroides thetaiotaomicron VPI-5482,0,3916100,408920,0,370910,225340,1619800,1603600,1222700,12159000,9947400,13348000,16798000,12609000,6228000,5892400,8838800,3957300,6385500
COG0584,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,405750,0,0,442810,580480,891490,0,969970
COG0584,Bacteroides caccae TSDC17.2,1889100,10896000,1240200,1856600,1424900,4656700,4108000,4656500,3969600,624300,316150,0,645070,319670,0,2556700,1322800,999890,1864700
COG0584,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0584,Escherichia coli TSDC17.2,0,0,619700,0,562990,659580,496780,437890,505830,264890,354070,444190,378970,249830,0,732330,524000,264420,630130
COG0584,Escherichia coli TSDC17.2,369050000,505150000,259970000,413810000,529310000,366740000,226400000,296170000,353050000,167940000,187870000,154620000,155360000,205730000,183790000,221160000,214710000,676110000,422340000
COG0584,Parabacteroides distasonis TSDC17.2,1196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0585,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,319130,0,0,0,0,0
COG0586,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,646880,0,0,0,0,0,0,0,0,0
COG0587,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0587,Bacteroides ovatus,2474000,0,904350,1723200,2156900,0,0,0,0,3251300,2622200,2405100,2903700,3097200,1941400,1567500,2042500,1583200,1836000
COG0587,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0587,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,801520,0,0,1257600,3168700,0,0,0,0,0
COG0587,Collinsella aerofaciens TSDC17.2,0,0,643110,830260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0588,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,2022800,0,0,0,3376200,3857400,4453200,3215300,2341300,796960,1269800,2233900,0,2532000
COG0588,Bacteroides ovatus,0,0,6095500,0,1253100,0,0,0,0,3507700,3759600,3308500,4242000,1918700,3537800,3181800,4420000,2565600,2462600
COG0588,Bacteroides cellulosilyticus,0,0,3402300,0,194120,4430800,4355600,5637700,1863400,2288100,2257600,1953800,2136000,0,6838400,4959500,12750000,10357000,8981500
COG0588,Bacteroides caccae TSDC17.2,1590400,2910200,2841200,2489300,2311700,0,0,0,0,2452100,937640,1870600,0,0,2681900,908000,169690,0,0
COG0588,Escherichia coli TSDC17.2,0,0,0,2355000,1002400,0,0,0,0,7004200,4284800,5608300,4596200,8541800,1661100,6467000,7510500,1238400,12806000
COG0589,Bacteroides thetaiotaomicron VPI-5482,51159000,49009000,61000000,41667000,59785000,16915000,33945000,47080000,36791000,101060000,92006000,119500000,101300000,96077000,109270000,83453000,118200000,86000000,75177000
COG0589,Bacteroides vulgatus ATCC 8482,926620,31519000,22664000,14096000,25574000,17020000,6589400,9670900,1029200,24602000,15226000,9765800,18542000,24215000,12355000,10766000,3506200,12958000,8792200
COG0589,Bacteroides ovatus,35801000,33724000,11239000,11490000,14963000,1134800,3154800,14377000,9829500,19177000,19152000,19304000,12608000,9327700,16306000,9982300,8568200,3005800,7141400
COG0589,Bacteroides cellulosilyticus,0,0,0,0,0,7816600,11593000,12713000,12199000,1494200,301900,905190,0,0,26730000,30113000,22078000,29093000,28040000
COG0589,Bacteroides caccae TSDC17.2,0,248900,1610200,1309900,0,0,594790,882640,1086300,0,239410,778320,0,243400,0,1741500,0,1201300,926220
COG0589,Bacteroides finegoldii TSDC17.2,0,0,0,0,0,0,0,343350,0,0,0,0,0,0,686760,7595800,5037400,492670,6477600
COG0589,Collinsella aerofaciens TSDC17.2,1169100,1955200,1166100,3970300,861220,983500,4248600,721720,4493200,4249000,2686400,2093700,843240,2978100,4937900,5104200,1285500,1590300,4511700
COG0589,Escherichia coli TSDC17.2,15763000,29904000,32607000,20999000,35847000,19524000,24449000,32421000,45315000,30296000,26762000,26771000,25826000,22291000,22683000,24325000,29269000,38517000,31943000
COG0589,Escherichia coli TSDC17.2,2750600,4264900,1036200,3440200,3486900,2719300,5640700,2744900,4460900,1576600,1826100,2019900,4226200,2100100,3541600,6404700,3594600,9608200,8575300
COG0589,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,1850400,308360,0,0,0,0,0,587110,0,0,0
COG0589,Escherichia coli TSDC17.2,46419000,30586000,31916000,48864000,31692000,28181000,19720000,26260000,25330000,51638000,50652000,58673000,58967000,70265000,85539000,79724000,95638000,159860000,82755000
COG0589,Escherichia coli TSDC17.2,138930000,45680000,63007000,83281000,55451000,3826000,10842000,2978000,1801200,80771000,42438000,29086000,71318000,38781000,73756000,95215000,59388000,68534000,54682000
COG0589,Escherichia coli TSDC17.2,15235000,5295600,2442300,21604000,26246000,7181200,4737200,21322000,15185000,26301000,25120000,20243000,18244000,14946000,16413000,23202000,29111000,25480000,33580000
COG0589,Parabacteroides distasonis TSDC17.2,20827000,20680000,25075000,15685000,17363000,9412600,18194000,26152000,27103000,11053000,10192000,8213600,10485000,7125700,11240000,10719000,10871000,14382000,9050500
COG0590,Bacteroides thetaiotaomicron VPI-5482,0,1047100,0,979870,0,0,0,0,0,1433300,1340400,1916900,1366100,1219200,3151100,1141400,1168600,2263500,1088600
COG0590,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,572360,0,0,0,186940,0,377940,0,0,0,0
COG0590,Bacteroides vulgatus ATCC 8482,15241000,25105000,9174500,12107000,9663500,18863000,1387400,144450,819050,7125000,4909400,7897600,6215500,7136900,10975000,1643200,0,3764800,1855500
COG0590,Bacteroides cellulosilyticus,4716600,7292700,4235100,5683200,4437900,43767000,1818300,1119100,1867200,12217000,15890000,19980000,13595000,7571300,27342000,10750000,14620000,25471000,14663000
COG0590,Bacteroides caccae TSDC17.2,6197500,5721700,5953300,6132100,3730800,34619000,798660,494260,0,1584000,1254100,929670,1119100,1366300,3647900,2570500,2197000,4408300,4526900
COG0591,Bacteroides thetaiotaomicron VPI-5482,0,0,232220,0,0,332850,0,0,4111500,0,0,0,398150,0,0,364270,388720,771510,171800
COG0592,Bacteroides thetaiotaomicron VPI-5482,47645000,55174000,59972000,56372000,51576000,29703000,34976000,36593000,53562000,54811000,46582000,49764000,58892000,35635000,49700000,67142000,61740000,63029000,63464000
COG0592,Bacteroides ovatus,3600600,6389900,5482800,6669700,4268400,2512100,4351900,7071300,3272600,4152400,3892600,5833000,5997400,2242300,3873500,1408400,4469500,3594500,5107900
COG0592,Bacteroides cellulosilyticus,2901700,0,0,2067800,0,781000,1836100,1274900,2033100,2382800,1805900,394950,0,442190,7898900,36086000,20757000,9974800,26986000
COG0592,Bacteroides caccae TSDC17.2,1011700,1568300,1616000,1059000,978030,797500,0,0,0,683360,0,0,590340,1033800,162780,1373700,0,0,1303600
COG0592,Collinsella aerofaciens TSDC17.2,0,1042900,0,4757800,0,1926400,1915600,0,0,789900,1049700,730230,0,1007400,1262600,2066700,0,0,0
COG0592,Escherichia coli TSDC17.2,2292700,3096000,0,4496600,1515100,3305200,0,0,0,1510600,1827900,5795000,3099800,4240700,4830500,637080,3748300,6995600,0
COG0592,Odoribacter splanchnicus TSDC17.2,5960800,8163100,7218400,13517000,7783500,0,0,11627000,8030000,717780,935120,0,0,0,0,0,1276000,0,0
COG0592,Parabacteroides distasonis TSDC17.2,1595100,2023900,1524600,1093900,1333700,2646000,3288800,4449400,3603100,1068400,858930,1306700,1714200,980480,1333600,1106500,1147400,1899200,1102800
COG0592,Subdoligranulum variabile TSDC17.2,0,0,0,1003700,0,1077600,0,215970,1788300,526430,573660,496510,617140,582190,0,441230,367380,658150,694850
COG0593,Escherichia coli TSDC17.2,0,1195500,0,0,0,2180500,0,1760900,967620,0,644340,569880,652850,662060,0,0,0,0,0
COG0593,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,265640,0,0,0,0,0,320920,0,0,0
COG0593,Ruminococcaceae sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0593,Subdoligranulum variabile TSDC17.2,0,0,13985000,2430100,3111400,3486900,3969300,2639100,5165200,3878500,3189700,2490400,1746300,3499200,2604700,1990200,3596300,1484900,2428100
COG0595,Collinsella aerofaciens TSDC17.2,641200,1520100,0,2280200,2063300,0,199470,0,0,875200,0,0,0,0,0,0,0,0,0
COG0596,Collinsella aerofaciens TSDC17.2,0,1468100,0,1920500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0596,Escherichia coli TSDC17.2,0,483660,0,0,0,0,0,0,0,397350,0,0,0,0,0,0,0,572620,535850
COG0598,Bacteroides cellulosilyticus,0,0,0,0,0,1592900,973960,1225100,0,0,0,188620,0,0,121700,524080,486440,1079100,174450
COG0598,Escherichia coli TSDC17.2,0,0,0,0,0,538360,491540,0,768810,0,0,0,0,466660,0,0,0,0,0
COG0599,Bacteroides thetaiotaomicron VPI-5482,890100,0,0,0,1996000,0,0,0,0,587440,0,0,0,0,0,0,0,0,0
COG0599,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5741300,3867800,7024900
COG0599,Bacteroides caccae TSDC17.2,0,0,0,0,0,205850,0,0,0,390580,143350,0,371630,0,0,0,435600,0,464910
COG0601,Collinsella aerofaciens TSDC17.2,0,0,734290,575890,656510,0,0,0,962460,379530,679770,803630,0,658700,896200,606780,147240,0,749140
COG0603,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,700250,0,682170,0,0,0,0,0,0,0,0,0,0
COG0603,Escherichia coli TSDC17.2,0,3237200,0,2207000,2966700,0,0,0,0,0,0,0,1503300,0,0,0,0,0,0
COG0604,Escherichia coli TSDC17.2,2200000,7892100,6623000,3309300,8026800,4869700,1294600,790030,2081800,8727600,5699200,5653600,4534000,5435400,3192500,10497000,11194000,7493000,14782000
COG0604,Escherichia coli TSDC17.2,0,0,0,962070,0,0,0,0,987820,0,0,0,0,0,591700,0,0,988520,0
COG0604,Odoribacter splanchnicus TSDC17.2,1048200,12398000,6917200,13610000,9631000,7899700,1704500,0,6972100,3415300,1911100,3224400,1734100,3054700,1413000,2015700,1358800,1824000,1371600
COG0605,Bacteroides vulgatus ATCC 8482,20833000,11296000,20676000,7967100,15029000,7732500,10193000,0,8370000,9088200,8296700,8270200,9669500,10485000,10035000,0,1978900,2941500,5035800
COG0605,Bacteroides cellulosilyticus,52723,156210,0,0,0,39533000,69730000,93504000,77551000,0,168860,0,0,0,40307000,28745000,24463000,81210000,40167000
COG0605,Bacteroides massiliensis TSDC17.2,8331900,6794000,11849000,6135900,22526000,1049800,6551800,533470,4678400,15525000,14508000,18464000,20472000,16898000,18716000,5495900,2536600,5372800,0
COG0605,Escherichia coli TSDC17.2,0,1014600,6878100,1371800,3611500,599450,1965000,0,7790400,1342900,0,1554200,4019300,936880,0,270220,8861600,269270,3433400
COG0605,Escherichia coli TSDC17.2,188420000,285300000,239530000,226740000,243820000,207690000,131750000,123550000,206230000,210410000,150930000,120860000,136850000,140410000,150000000,153470000,170490000,156940000,240260000
COG0605,Odoribacter splanchnicus TSDC17.2,0,1619600,0,1241800,1590100,651190,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0605,Parabacteroides distasonis TSDC17.2,24384000,35481000,32339000,17862000,23538000,38048000,94393000,56564000,55793000,6942600,9932300,17617000,8357200,13015000,14182000,12975000,14812000,16787000,12672000
COG0607,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,295690,0,0,0,0,0,0,0,0,0
COG0607,Bacteroides ovatus,0,559070,0,0,0,0,0,0,0,3193800,2600100,3469300,3234000,0,0,2379000,2073400,0,1825800
COG0607,Escherichia coli TSDC17.2,3393500,2815000,0,2417700,4001800,2671000,2447900,2588900,4126200,1403800,3023600,2512400,4033800,2825500,440960,3962100,3760400,3972200,4494900
COG0607,Escherichia coli TSDC17.2,4537800,5266800,6227400,5168400,7927100,9088100,7493300,7193500,10359000,9322600,8251500,6135000,8169900,7551700,4983200,4487100,5666000,8253500,9488800
COG0608,Bacteroides cellulosilyticus,0,0,1595400,0,0,0,0,0,0,0,2943600,1858000,2973800,2179400,0,2887900,2028900,3449300,1725300
COG0608,Bacteroides caccae TSDC17.2,0,2105800,1907700,2228000,0,0,0,0,0,1657900,1186600,1987800,1338700,1312100,1959200,1269700,395590,1137400,1368900
COG0610,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,1665300,0,0,0,0,0,0,0,0,0
COG0610,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160500
COG0610,Escherichia coli TSDC17.2,821480,0,604010,0,678140,0,657360,0,0,0,557910,0,431420,0,0,451040,587740,1274000,1433000
COG0610,Escherichia coli TSDC17.2,1400800,857670,0,1453600,1026600,2394200,689170,0,952840,422470,0,428260,653700,567740,1076000,878520,0,2254200,543600
COG0611,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,131080,0,103880,159120,249100,136670,0,0,0,0
COG0611,Bacteroides cellulosilyticus,0,0,0,0,553920,0,0,0,0,0,0,0,307680,204070,0,1164400,1010300,0,1366700
COG0611,Bacteroides massiliensis TSDC17.2,0,0,0,0,0,0,0,0,0,0,27092000,0,0,41391000,0,159740000,431820,3371400,185730000
COG0612,Bacteroides thetaiotaomicron VPI-5482,3235300,751990,5112200,3837800,5033200,0,1080000,6206500,1806000,16841000,18128000,22433000,12654000,19379000,6723100,11274000,8671100,4436500,11293000
COG0612,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,118450,190410,198640,0,0,178760,0,0,0,132670
COG0612,Bacteroides thetaiotaomicron VPI-5482,1255800,400200,0,1231400,886780,872880,1044800,0,2015100,2640200,1655900,2706800,2265300,2371300,2651500,1828400,856890,1877700,1172900
COG0612,Bacteroides vulgatus ATCC 8482,23247000,28837000,24182000,20920000,33991000,18076000,14100000,8725800,4345500,25402000,17846000,21428000,19075000,26026000,26367000,9525600,7773300,4663800,3833100
COG0612,Bacteroides ovatus,1935500,1555800,1726100,1576500,2115500,0,0,0,0,820470,1154500,955250,0,909080,1104300,789500,0,0,0
COG0612,Bacteroides ovatus,999470,1510900,0,2181400,1373100,0,0,0,0,3666000,3496300,3437100,3678000,2732000,1919800,2339500,1606800,0,1359900
COG0612,Bacteroides ovatus,0,0,1457100,1141500,0,1760700,0,0,0,1584800,1405100,2240800,2200100,2212800,311690,0,407130,283180,736220
COG0612,Bacteroides ovatus,29414000,23966000,21248000,25878000,27396000,7775000,1661500,1648600,2377000,44874000,40042000,40384000,50711000,38470000,23078000,26987000,26614000,22734000,24491000
COG0612,Bacteroides cellulosilyticus,287320,152540,0,274250,235490,16198000,11700000,11079000,13544000,976030,145040,0,202850,121810,26293000,108600000,63280000,81520000,101750000
COG0612,Bacteroides cellulosilyticus,312660,657700,12077000,815310,551720,33440000,36545000,30226000,30191000,1359900,1747000,0,1403900,1859100,56817000,95474000,122720000,60221000,118780000
COG0612,Bacteroides cellulosilyticus,212630,544080,0,730260,599600,69960000,24526000,11482000,29732000,215650,391930,0,80760,444130,37008000,66913000,51109000,105020000,57147000
COG0612,Bacteroides caccae TSDC17.2,5513200,2550400,3648400,4697000,4312100,6707600,10941000,7348800,2010500,1421600,733110,714440,1130300,1070800,1031500,1424800,1306600,0,928850
COG0612,Bacteroides finegoldii TSDC17.2,0,0,0,1689000,839590,0,0,0,0,0,3012500,0,383830,1954000,1450300,0,0,680220,0
COG0612,Bacteroides massiliensis TSDC17.2,0,0,2586200,0,0,0,0,0,0,0,1428500,0,0,0,0,726300,0,0,0
COG0612,Bacteroides massiliensis TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0612,Escherichia coli TSDC17.2,0,0,0,769520,0,0,551660,0,0,772510,2091000,1187000,1520500,1285800,0,0,0,1675000,1258800
COG0612,Odoribacter splanchnicus TSDC17.2,60243000,77099000,96890000,99398000,111010000,24579000,18088000,27265000,27407000,14276000,11699000,11453000,13847000,13481000,13640000,12892000,10543000,12808000,10696000
COG0612,Odoribacter splanchnicus TSDC17.2,4252500,3678500,9294300,2798900,4018400,3007200,0,3490500,4394800,1456500,1298800,1135700,1745300,1096600,429420,0,302060,0,2324200
